Swap Counterparty(Reference Entity),NotionalAmount2,TerminationDate,PeriodicPaymentsReceived bythe Fund ,MarketValue3,UpfrontPremiumsPaid(Received),UnrealizedAppreciation,CIK,Reporting Type,Report Year
Citigroup Global Markets Inc. (MARKIT CDX.NA.HY.17),"14,700,000",12/20/16,5.000% quarterly,"(1,031,341)","(1,074,938)","43,597",0000863520,N-CSR,12
