Counterparty,Reference   Entity/Obligation,Buy/Sell   Protection,(Pay)/   Receive   Fixed   Rate (%),Termination   Date,Notional Amount(2),CIK,Reporting Type,Report Year
The   Royal Bank of Scotland PLC,Japanese Government Bond,Buy,(0.610,12/20/14,9000000,0000895430,N-Q,11
