"Reference
    Entity/Obligation","Buy/Sell
    Protection","(Pay)/
    Receive Fixed Rate (%)",Clearinghouse,"Termination
    Date",Notional Amount(2),"Fair
Value(3)","Unrealized
    Appreciation/ (Depreciation)",CIK,Reporting Type,Report Year
CDX.NA.IG.25,Sell,1.0,Intercontinental Exchange,12/20/20,"  5,000,000  ","16,495","(13,349",0000837276,N-Q,15
