Counterparty,ExpirationDate,NotionalAmount,Swap Details,UnrealizedAppreciation/(Depreciation),ImpliedCreditSpread*,CIK,Reporting Type,Report Year
JPMorgan Chase Bank N.A.,12/20/2020,"1,025,000",Pay: Markit CDX North America High Yield (S25V1) 5 Year Receive: Fixed rate equal to 5.00%,"(37,832",4.96,0000887210,N-Q,16
