"
Counterparty","
Referenced obligations18","
Notionalamount(000)","
Terminationdates","
Paymentsreceived bythe Portfolio19","
Upfrontpaymentsreceived(made)","
Value","
Unrealizedappreciation(depreciation)","
Creditspread20",CIK,Reporting Type,Report Year
"
MSCI    ","
United Mexican States, bond, 5.950%, due 03/19/19","
10,400000","
12/20/19",1.0,"
77,204","
(230,414","
(307,618",1.66,0000930007,N-CSR,16
