Underlying,Broker(Exchange),NotionalAmount,FixedRate,ExpirationDate,UpfrontPaymentsReceived,Value,UnrealizedDepreciation,CIK,Reporting Type,Report Year
JPMorgan ,(ICE) ,"100,000,000",5.0,12/20/21,"(3,306,820","(6,186,181","(2,879,361",0000883939,N-Q,17
