Reference Entity,Fixed Rate,Counterparty,Maturity,Amount,(Received),(Depreciation),CIK,Reporting Type,Report Year
Cdx.Na.Ig S25 5Year,1.0,Morgan Stanley,12/20/20,"8,730,000","(65,277","(4,173",0000908802,N-CSR,16
