Reference Obligation/Counterparty,Buy/Sell Credit Protection,Average Credit Rating (a),FixedDealPay/ReceiveRate,NotionalValue,FairValue,UpfrontPremiumsPaid,ExpirationDate,Unrealized Appreciation,CIK,Reporting Type,Report Year
North America High Yield 22/Deutsche Bank,Sell,B+,5.0,"2,000,000","148,813","141,250","June 20, 2019","7,787",0000356476,N-Q,14
