Swap Counterparty,Protection,Amount(000 s),Rate,Date,(Paid),Value,CIK,Reporting Type,Report Year
JPMorgan Chase Bank NA,Sell,635000,12/20/16,25929,"(36,357",10428,0000817982,N-CSR,11
