Counterparty,Reference Entity,Buy/SellProtection (6),CurrentCreditSpread (7),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation) (5),CIK,Reporting Type,Report Year
Citibank N.A.,Commonwealth ofPuerto Rico,Buy,25.5,"3,310,000",5.0,12/20/19,"801,738","1,586",0001020661,N-CSR,15
