Counterparty,Reference Entity,Buy/SellProtection (9),CurrentCreditSpread (10),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation) (8),CIK,Reporting Type,Report Year
Citibank N.A.,Commonwealth ofPuerto Rico,Buy,25.5,"3,570,000",5.0,12/20/19,"864,715","1,742",0001020661,N-CSR,15
