Underlying Instrument,Broker (Exchange),NotionalAmount,FixedRate,ExpirationDate,UpfrontPaymentsMade,Value,UnrealizedDepreciation,CIK,Reporting Type,Report Year
United Mexican States,JPMorgan (ICE),"$50,000,000",1.000%,12/20/21,"$1,692,884","$1,596,756","$(96,128)",0000883939,N-CSR,16
