Underlying Instrument,Broker (Exchange),NotionalAmount,FixedRate,ExpirationDate,UpfrontPaymentsReceived,Value,UnrealizedDepreciation,CIK,Reporting Type,Report Year
CDX North America High Yield Index 27,JPMorgan (ICE),"$100,000,000",5.000%,12/20/21,"$(3,474,531)","$(4,381,853)","$(907,322)",0000883939,N-CSR,16
