Counterparty,Swap Referenced Obligation,Notional Value3,AnnualProtectionPayments,TerminationDate,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
GSI,ICE - CDX.NA.IG.23,"5,000,000",1.00%,12/20/19,"2,021",0000027825,N-CSRS,15
