Index,ReceiveFixedRate,ExpirationDate,Credit,"NotionalAmount(000)2
",UnrealizedAppreciation,CIK,Reporting Type,Report Year
"Dow Jones CDX North America High Yield Index, Series 26, Version 1",5.0,6/20/21,B+,250000,"1,549",0000844779,N-CSR,16
