Counterparty,Swap,Notional,Annual,Termination,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
ICE,CDX.NA.HY.22,"  4,950,000",5.0,6/20/19,"(65,069)",0000809821,N-CSRS,14
