Counterparty,Referenced Entity,Buy/SellProtection (16),CurrentCreditSpread (17),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
Barclays Bank PLC*,Markit CDXNA HY22 Index,Buy,3.04,"24,750,000",5.0,6/20/19,"(2,167,748","(301,627",0000820892,N-CSR,14
