Underlying Investment,Counterparty,"Maturity 
 Date","Notional 
Amount 
 at Value","Unrealized 
 Gain (Loss)",CIK,Reporting Type,Report Year
iTraxx Swap,Goldman Sachs,12/20/2021,"50,000,000","(185,661",0001279392,N-CSR,17
