Swap Counterparty/,Notional,CreditSpread,Termination,Payments,Market,Upfront,Unrealized,CIK,Reporting Type,Report Year
Bank of America: CDX NorthAmerica High Yield Index,"7,000,000",427.94,6/20/2018,5.0,"218,555","293,125","74,570",0001214511,N-CSR,13
