Counterparty,Reference,Fixed,Implied,Notional,Market,Upfront,Expiration,Unrealized,CIK,Reporting Type,Report Year
JP MorganSecurities Inc,Credit DefaultSwap NorthAmerican HighYield 16,5.00%,5.00%,"$3,000,000","$66,775","$71,667",June 2016,"$1,358",0000356476,N-Q,11
