Reference Entity,Counterparty,TerminationDate,Buy/SellProtection1,NotionalAmount(000)2,Receive (Pay)Fixed Rate3,Upfront PremiumsReceived (Paid),Value,UnrealizedAppreciation(Depreciation)4,CIK,Reporting Type,Report Year
"Staples, Inc.2.75%, 1/12/18",Credit Suisse First Boston,6/20/19,Buy,"7,000000",(1.00,"(502,044","469,505","(32,539",0000787441,N-CSR,14
