Reference Entity/ Swap Counterparty,Buy/SellCreditProtection,NotionalAmount(000 s),Pay/ReceiveFixedRate,Termi-nationDate,PremiumsReceived/(Paid),Value,UnrealizedDepreciation,CIK,Reporting Type,Report Year
Deutsche Bank AG,Buy,"50,000000",1.0,6/20/18,"175,181","(356,147","180,966  ",0000701265,N-CSR,13
