Underlying Instrument,Clearing Agent,ExpirationDate,"ImpliedCreditSpread atDecember 31,2013(c)",NotionalAmount(d),FixedRate,Value,PremiumsPaid/(Received),UnrealizedAppreciation/(Depreciation),CIK,Reporting Type,Report Year
"CDX North America Investment Grade Index Swap Agreement with JPMorgan Chase Bank, N.A., Series 21",JP MORGAN CHASE,12/20/18,0.63,"(831,000",1.0,"14,868","8,737","6,131",0001301708,N-CSR,14
