Issuer,PayFixed Rate,Counterparty,ExpirationDate,NotionalAmount(000),MarketValue,PremiumsPaid,UnrealizedDepreciation,CIK,Reporting Type,Report Year
R.R. Donnelley & Sons Co.,1.0,Citibank N.A.,9/20/14,"1,000000","(6,786","95,961","(102,747",0001450337,N-CSR,14
