Index,ReceiveFixed Rate,Clearinghouse,ExpirationDate,CreditRating1,NotionalAmount(000)2,UnrealizedDepreciation,CIK,Reporting Type,Report Year
Version 2,5.0,Chicago Mercantile,6/20/19,B+,"3,416000","(50,527",0000844779,N-CSR,15
