Issuer,ReceiveFixedRate,Counterparty,ExpirationDate,CreditRating1,NotionalAmount(000)2,MarketValue,PremiumsPaid(Received),UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
"Caesars Entertainment Operating Co., Inc.",5.0,Deutsche Bank AG,6/20/17,CCC-,423000,"(192,337","(116,701","(75,636",0001051003,N-Q,14
