Reference Entity/Obligation,Buy/Sell Protection,(Pay)/ Receive Fixed Rate (%),Clearinghouse,Termination Date,Notional Amount(2),Fair Value(3),Unrealized Appreciation/ (Depreciation),CIK,Reporting Type,Report Year
"CDX North American Investment Grade Index Series 25, Version 1",Sell,1.0,Intercontinental Exchange,12/20/20,"   23,410,000  ","(19,056","(211,564",0000895430,N-Q,16
