"
Counterparty","
Reference Entity","
Expiration Date","
Pay Fixed Rate","
Notional Amount","
Market Value","
Periodic PaymentsReceivable (Payable)","
Unrealized Appreciation","
Unrealized Depreciation",CIK,Reporting Type,Report Year
"
Barclays Captial","
Federative Republic of Brazil","
September 20, ",1.47,"
10,000,000","
(215,176","
(29,809","
(244,985",,0000773757,N-CSR,11
