Swap Counterparty and   Reference Obligation,Buy/Sell   Protection,Notional   Amount   (000),Pay/Receive   Fixed Rate,Termination   Date,Upfront   Payment   (Received)   (000),Unrealized   Appreciation   (000),Value   (000),Credit   Rating of   Reference   Obligation ,CIK,Reporting Type,Report Year
Russian   Federation,Sell,"2,912",1.0,6/20/21,(244,68,(176,BB+,0000741375,N-Q,16
