"Reference
Entity/Obligation","Buy/Sell
Protection","(Pay)/
Receive
Fixed
Rate (%)",Clearinghouse,"Termination
Date",Notional Amount(2),"Fair
Value(3)","Unrealized
Appreciation/
(Depreciation)",CIK,Reporting Type,Report Year
CDX.NA.IG.23,Sell,1.0,Intercontinental Exchange,12/20/19,"23,725,000","394,879",(353,0001090682,N-Q,15
