Counterparty,Gross Amountsof RecognizedLiabilities,Gross AmountsOffset inStatements ofAssets andLiabilities,"Net Amounts ofAssets presentedin Statements ofAssets 
andLiabilities","Gross AmountsNot Offset in theStatements of Assetsand 
LiabilitiesCollateral Pledged(a)",NetAmountof DerivativeLiabilities,CIK,Reporting Type,Report Year
 Goldman Sachs & Co.,"131,539",0,"131,539","131,539",0,0000826686,N-CSR,14
