Counterparty,Gross Amountsof RecognizedAssets,Gross AmountsOffset inStatements ofAssets andLiabilities,"Net Amounts ofAssets presentedin Statements ofAssets 
andLiabilities","Gross AmountsNot Offset in theStatements of Assetsand 
LiabilitiesCollateral Received(a)",NetAmountof DerivativeAssets,CIK,Reporting Type,Report Year
 Goldman Sachs & Co.,"241,870",0,"241,870","131,539","110,331",0000826686,N-CSR,14
