Counterparty,Reference Entity,Buy/SellProtection (7),CurrentCreditSpread (8),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation) (6),CIK,Reporting Type,Report Year
Goldman Sachs,Commonwealth ofPuerto Rico,Buy,25.0,"4,180,000",5.0,12/20/19,"1,012,467","2,764",0001018973,N-CSR,15
