Counterparty,Reference Entity,Buy/SellProtection (7),CurrentCreditSpread (8),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation) (6),CIK,Reporting Type,Report Year
Citibank N.A.,Commonwealth ofPuerto Rico,Buy,25.5,"3,030,000",5.0,12/20/19,"733,918","3,299",0001018973,N-CSR,15
