Counterparty,Reference Entity,Buy/SellProtection (7),CurrentCreditSpread (8),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation) (6),CIK,Reporting Type,Report Year
Goldman Sachs,Commonwealth ofPuerto Rico,Buy,25.0,"1,300,000",5.0,12/20/19,"314,882","1,114",0001018973,N-CSR,15
