SWAP COUNTERPARTY & REFERENCE OBLIGATION,BUY/SELLPROTECTION,NOTIONALAMOUNT(000 s),INTERESTRATE,TERMINATIONDATE,UNREALIZEDDEPRECIATION,UPFRONTPAYMENTS,VALUE,CREDITRATING OFREFERENCEOBLIGATION+(unaudited),CIK,Reporting Type,Report Year
Barclays Capital Whirlpool Corp.,Buy,315000,1,"June 20, 2014","        (18,201)",16985,"$        (1,120)",BBB-,0000716716,N-Q,12
