Underlying Instrument,Counterparty,NotionalAmount,FixedRate,Expiration Date,ImpliedCreditSpread*,UpfrontPaymentMade,Value,UnrealizedAppreciation,CIK,Reporting Type,Report Year
Target Corp.,Barclays Bank PLC,"$75,000",1.0,06/20/19,4.628,"$(2,076","$(1,936",$140,0000883939,N-CSR,14
