Underlying Instrument,Clearing Agent,ExpirationDate,"ImpliedCreditSpread atJune 30,2014(%)(d)",NotionalAmount($)(e),FixedRate(%),Value($),PremiumsPaid/(Received)($),UnrealizedAppreciation/(Depreciation)($),CIK,Reporting Type,Report Year
"CDX North America Investment Grade Index Swap Agreement with JPMorgan Chase Bank, N.A., Series 22",JPMorgan Chase,6/20/19,0.59,"(1,131,000",1.0,"22,422","16,978","5,444",0001301708,N-CSRS,14
