UnderlyingInstrument,Counterparty,NotionalAmount,FixedRate,ExpirationDate,ImpliedCreditSpread*,UpfrontPaymentMade,Value,UnrealizedAppreciation,CIK,Reporting Type,Report Year
Kohl s Corp.,JPMorgan,"75,000",1.0,09/20/19,9.317,(659,233,892,0000883939,N-Q,15
