UnderlyingInstrument,Counterparty,NotionalAmount,FixedRate,ExpirationDate,ImpliedCreditSpread*,UpfrontPaymentMade,Value,UnrealizedDepreciation,CIK,Reporting Type,Report Year
Target Corp.,Barclays Bank PLC,"75,000",1.0,06/20/19,2.7110000000000003,"(1,965","(2,518",(553,0000883939,N-Q,15
