UnderlyingInstrument,Counterparty,NotionalAmount,FixedRate,ExpirationDate,ImpliedCreditSpread*,UpfrontPaymentsMade,Value,UnrealizedDepreciation,CIK,Reporting Type,Report Year
Target Corp.,Barclays Bank PLC,"2,000,000",1.0,06/20/19,2.7110000000000003,"(52,406","(67,143","(14,737",0000883939,N-Q,15
