Quarter Ended,"March 31, 2015 ","June 30, 2015","September 30, 2015","December 31, 2015",CIK,Reporting Type,Report Year
Core Bond Fund,"5,000,000","722,700","42,350,000","21,253,749",0000824036,N-CSR,16
