Issuer,Pay Fixed Rate,Clearinghouse,"Expiration
Date","Notional Amount
(000)","Unrealized
Appreciation",CIK,Reporting Type,Report Year
"Dow Jones CDX North America High Yield Index, Series 21, Version 1",5.00%,Chicago Mercantile,12/20/18,"413,072000","1,213,367",0000834237,N-CSR,14
