Counterparty,Referenced Entity,Buy/SellProtection (19),CurrentCreditSpread (20),Notional,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation) (18),CIK,Reporting Type,Report Year
Goldman Sachs,Texas Competitive Electric Holdings Company LLC,Buy,46.50 - 49.50,"2,000,000",5.0,9/20/14,"1,381,751","256,751",0001020660,N-CSR,13
