Reference Entity,Counterparty,TerminationDate,Buy/SellProtection2,NotionalAmount(000)3,(Pay)/ReceiveFixedRate4,UpfrontPremiumsReceived/(Paid),Value,UnrealizedAppreciation/,CIK,Reporting Type,Report Year
"Staples, Inc. 2.75%, 1/12/18",Credit Suisse First Boston,6/20/2019,Buy,"7,000000",(1.00,"(257,177","(7,855","(265,032",0000787441,N-CSR,17
