Counterparty,Amount (000s),Date,Made,Received,Value,Received.1,Depreciation,CIK,Reporting Type,Report Year
UBS,"BRL 17,970000",1/2/12,BRL-CDI-Compounded,10.58%,"$(230,581","$(28,323","$(202,258",0001190935,N-CSR,10
