Reference Entity ,Counterparty,Protection,Amount(000s),Rate,Date,Value,CIK,Reporting Type,Report Year
Republic of Austria ,Morgan Stanley & Co. International Ltd.   ,Buy,10000000,2.67,3/20/14,"(712,808",0000817982,N-CSR,09
