Reference Entity          ,Protection,Pay Rate,Date,Cleared Exchange,Amount,(Depreciation),CIK,Reporting Type,Report Year
CDX.IG-24,Buy,1.00%,June 2020,CME,"$15,000",$40,0000822632,N-CSR,15
