"
Counterparty","
Reference Entity","
Expiration Date","
Pay Fixed Rate","
Notional Amount","
Market Value","
Periodic Payments Receivable (Payable)","
Unrealized Appreciation","
Unrealized Depreciation",CIK,Reporting Type,Report Year
"
Barclays Capital","
Federative Republic of Brazil","
September 20, 2014",1.47,"
10,000,000","
(53,213","
(29,400","
(82,613",,0000773757,N-CSR,12
