Counterparty,Obligation,Value,Rate,Date,(Depreciation),CIK,Reporting Type,Report Year
BCLY,ICE-CDX.NA.HY.23,9000000,5.00% ,12/20/19,"        (66,016",0000809821,N-CSR,15
