ReferenceEntity/Obligation,TerminationDate,FixedRate,NotionalAmount(000)#(2),Value atTradeDate,"Value atApril 30,2015(3)",UnrealizedAppreciation,CIK,Reporting Type,Report Year
CDX.NA.HY.24.V1,06/20/20,5.000%,"2,400000","175,199","184,160","8,961",0001067442,N-CSR,15
