Underlying Instrument,Counterparty,Amount($),Rate(%),Date,Value($),CIK,Reporting Type,Report Year
"Emerging Markets CDX Indices, Series 12",Barclays Bank PLC,962,5.0,12/20/14,(101,0000883939,N-Q,10
"Emerging Markets CDX Indices, Series 12",Barclays Bank PLC,"1,720",5.0,12/20/14,(181,0000883939,N-Q,10
Kingdom of Spain CDX Indices,Morgan Stanley,"2,010",1.0,03/20/15,14,0000883939,N-Q,10
Kingdom of Sweden CDX Indices,Barclays Bank PLC,"1,025",0.25,09/20/14,12,0000883939,N-Q,10
Kingdom of Sweden CDX Indices,Barclays Bank PLC,"1,049",1.0,09/20/14,(23,0000883939,N-Q,10
Republic of Austria CDX Indices,Barclays Bank PLC,"1,025",1.0,09/20/14,(9,0000883939,N-Q,10
Republic of Portugal CDX Indices,Deutsche Bank,"1,962",1.0,03/20/15,(8,0000883939,N-Q,10
