ReferenceEntity/Obligation,TerminationDate,FixedRate,NotionalAmount(000)#(2),"ImpliedCreditSpread atFebruary 28,2014(4)",FairValue,UpfrontPremiumsPaid(Received),UnrealizedAppreciation,Counterparty,CIK,Reporting Type,Report Year
NRG Energy. Inc.,03/20/16,4.100%,"1,850000",0.802,"140,377","140,377",Goldman Sachs International,,0000278187,N-CSR,14
