Counterparty,Date,Amount(2),Rate,Credit Indices,Value(3) ,(Received),Appreciation,CIK,Reporting Type,Report Year
Wells Fargo,06/20/2020,10000000,1,Markit CDX.NA.IG.24,"(53,456","(75,943",22487,0000711080,N-CSR,15
