"Reference
    Entity/Obligation","Buy/Sell
    Protection","(Pay)/
    Receive Fixed Rate (%)",Clearinghouse,"Termination
    Date","Notional
    Amount(2)","Fair
Value(3)","Unrealized
    Appreciation/ (Depreciation)",CIK,Reporting Type,Report Year
"CDX North American Investment Grade
    Index Series 26, Version 1",Buy,(1.000,Intercontinental Exchange,06/20/21,"8,200,000
                                         ","(87,166","(7,466",0001090682,N-Q,16
